Name,Indexed Name,Current Affiliation,Document count,Citations Count,Subject of Interest,Keywords
Sarah JaneDelany,Delany S.,Technological University Dublin,50,557,"['Software', 'Mechanical Engineering', 'Biochemistry, Genetics and Molecular Biology (all)', 'Hardware and Architecture', 'Management Science and Operations Research', 'Marketing', 'Computer Science (all)', 'Computational Theory and Mathematics', 'Information Systems and Management', 'Computer Networks and Communications', 'Theoretical Computer Science', 'Safety, Risk, Reliability and Quality', 'Artificial Intelligence', 'Information Systems', 'Strategy and Management', 'Engineering (all)', 'Control and Systems Engineering', 'Modeling and Simulation', 'Computer Science Applications', 'Computer Vision and Pattern Recognition', 'Management Information Systems', 'Control and Optimization']","['Abuse detection', 'Deep learning', 'Text classification']"
TetsuroKitahara,Kitahara T.,Nihon University,44,269,"['Software', 'Speech and Hearing', 'Hardware and Architecture', 'Mathematics (all)', 'Acoustics and Ultrasonics', 'Biochemistry, Genetics and Molecular Biology (all)', 'Computer Science Applications', 'Music', 'Signal Processing', 'Computer Vision and Pattern Recognition', 'Electrical and Electronic Engineering', 'Media Technology', 'Theoretical Computer Science', 'Information Systems', 'Control and Systems Engineering', 'Computer Networks and Communications', 'Language and Linguistics', 'Computer Graphics and Computer-Aided Design', 'Education', 'Computer Science (all)', 'Human-Computer Interaction', 'Artificial Intelligence', 'Visual Arts and Performing Arts', 'Information Systems and Management']","['Bayesian network', 'Harmonization', 'LSTM-RNN', 'Machine composition']"
HiroakiArie,Arie H.,"Waseda University, Department of Modern Mechanical Engineering",4,10,"['Software', 'Theoretical Computer Science', 'Computer Science (all)', 'Computer Science Applications', 'Computer Networks and Communications', 'Artificial Intelligence']","['Bayesian network', 'Harmonization', 'LSTM-RNN', 'Machine composition']"
TahaAit Tchakoucht,Ait Tchakoucht T.,Université Abdelmalek Essaadi,3,2,"['Control and Systems Engineering', 'Hardware and Architecture', 'Computer Networks and Communications', 'Electrical and Electronic Engineering', 'Signal Processing', 'Materials Science (all)', 'Computer Science (all)', 'Engineering (all)', 'Computer Science Applications']","['Intrusion detection', 'multilayered echo-state machine', 'recurrent neural networks']"
MostafaEzziyyani,Ezziyyani M.,Université Abdelmalek Essaadi,10,8,"['Information Systems and Management', 'Computational Theory and Mathematics', 'Control and Systems Engineering', 'Engineering (all)', 'Theoretical Computer Science', 'Management Science and Operations Research', 'Electrical and Electronic Engineering', 'Materials Science (all)', 'Signal Processing', 'Computer Science Applications', 'Information Systems', 'Computer Networks and Communications', 'Industrial and Manufacturing Engineering', 'Hardware and Architecture', 'Computer Science (all)']","['Intrusion detection', 'multilayered echo-state machine', 'recurrent neural networks']"
MingruiSun,Sun M.,"Harbin Institute of Technology, School of Computer Science and Technology",3,22,"['Management Science and Operations Research', 'Industrial and Manufacturing Engineering', 'Computer Science (all)', 'Engineering (all)', 'Materials Science (all)']","['clinical diagnosis', 'Epilepsy', 'machine learning', 'neural networks', 'prediction algorithms']"
FuxuWang,Wang F.,"Harbin Institute of Technology, School of Computer Science and Technology",1,0,"['Computer Science (all)', 'Engineering (all)', 'Materials Science (all)']","['clinical diagnosis', 'Epilepsy', 'machine learning', 'neural networks', 'prediction algorithms']"
TengfeiMin,Min T.,"Harbin Institute of Technology, School of Computer Science and Technology",1,0,"['Engineering (all)', 'Computer Science (all)', 'Materials Science (all)']","['clinical diagnosis', 'Epilepsy', 'machine learning', 'neural networks', 'prediction algorithms']"
TianyiZang,Zang T.,"Harbin Institute of Technology, Department of Computer Science and Technology",31,76,"['Theoretical Computer Science', 'Management Science and Operations Research', 'Applied Mathematics', 'Genetics', 'Biomedical Engineering', 'Materials Science (all)', 'Computer Science Applications', 'Genetics (clinical)', 'Social Sciences (miscellaneous)', 'Hardware and Architecture', 'Electrical and Electronic Engineering', 'Health Informatics', 'Medicine (miscellaneous)', 'Computational Theory and Mathematics', 'Neuroscience (all)', 'Molecular Biology', 'Computer Networks and Communications', 'Biochemistry, Genetics and Molecular Biology (all)', 'Biochemistry (medical)', 'Computational Mathematics', 'Computer Vision and Pattern Recognition', 'Agricultural and Biological Sciences (all)', 'Computer Science (all)', 'Structural Biology', 'Industrial and Manufacturing Engineering', 'Software', 'Medicine (all)', 'Biochemistry', 'Artificial Intelligence', 'Control and Systems Engineering', 'Engineering (all)', 'Molecular Medicine', 'Statistics and Probability']","['clinical diagnosis', 'Epilepsy', 'machine learning', 'neural networks', 'prediction algorithms']"
YadongWang,Wang Y.,"Harbin Institute of Technology, School of Computer Science and Technology",216,2299,"['Biochemistry, Genetics and Molecular Biology (miscellaneous)', 'Library and Information Sciences', 'Algebra and Number Theory', 'Computer Vision and Pattern Recognition', 'Management of Technology and Innovation', 'Computer Science (all)', 'Computational Mathematics', 'Computer Science Applications', 'Cellular and Molecular Neuroscience', 'Immunology and Microbiology (all)', 'Health (social science)', 'Industrial and Manufacturing Engineering', 'Computer Graphics and Computer-Aided Design', 'Electronic, Optical and Magnetic Materials', 'Structural Biology', 'Surgery', 'Genetics', 'Biomaterials', 'Agricultural and Biological Sciences (all)', 'Signal Processing', 'Radiological and Ultrasound Technology', 'Computer Science (miscellaneous)', 'Pharmaceutical Science', 'Multidisciplinary', 'Atomic and Molecular Physics, and Optics', 'Developmental Biology', 'Biotechnology', 'Genetics (clinical)', 'Information Systems and Management', 'Environmental Science (all)', 'Hardware and Architecture', 'Artificial Intelligence', 'Medicine (miscellaneous)', 'Energy (all)', 'Molecular Biology', 'Human-Computer Interaction', 'Engineering (all)', 'Cancer Research', 'Computer Networks and Communications', 'Mathematics (all)', 'Applied Microbiology and Biotechnology', 'Health Informatics', 'Software', 'Statistics and Probability', 'Molecular Medicine', 'Control and Systems Engineering', 'Ecology, Evolution, Behavior and Systematics', 'Education', 'Analysis', 'Organic Chemistry', 'Cell Biology', 'Instrumentation', 'Medicine (all)', 'Statistics, Probability and Uncertainty', 'Applied Mathematics', 'Modeling and Simulation', 'Immunology', 'Radiology, Nuclear Medicine and Imaging', 'Analytical Chemistry', 'Electrical and Electronic Engineering', 'Biochemistry (medical)', 'Information Systems', 'Biophysics', 'Materials Science (all)', 'Biomedical Engineering', 'Bioengineering', 'Biochemistry', 'Biochemistry, Genetics and Molecular Biology (all)', 'Linguistics and Language', 'Health Information Management', 'Computational Theory and Mathematics', 'Theoretical Computer Science', 'Language and Linguistics']","['clinical diagnosis', 'Epilepsy', 'machine learning', 'neural networks', 'prediction algorithms']"
TomomasaOhkubo,Ohkubo T.,Tokyo University of Technology,1,0,"['Artificial Intelligence', 'Industrial and Manufacturing Engineering']","['Dielectric Mirror', 'Optical Design', 'Recurrent Neural Network']"
EiichiMatsunaga,Matsunaga E.,"Tokyo University of Technology, Department of Mechanical Engineering",7,7,"['Surfaces, Coatings and Films', 'Physics and Astronomy (all)', 'Chemistry (all)', 'Condensed Matter Physics', 'Computer Science Applications', 'Mechanical Engineering', 'Artificial Intelligence', 'Human-Computer Interaction', 'Industrial and Manufacturing Engineering', 'Computer Vision and Pattern Recognition', 'Mechanics of Materials', 'Materials Science (all)']","['Dielectric Mirror', 'Optical Design', 'Recurrent Neural Network']"
JyunjiKawanaka,Kawanaka J.,"Osaka University, Institute of Laser Engineering",224,1195,"['Statistics and Probability', 'Physical and Theoretical Chemistry', 'Engineering (all)', 'Control and Systems Engineering', 'Computer Science Applications', 'Physics and Astronomy (all)', 'Industrial and Manufacturing Engineering', 'Instrumentation', 'Radiation', 'Condensed Matter Physics', 'Atomic and Molecular Physics, and Optics', 'Physics and Astronomy (miscellaneous)', 'Biochemistry, Genetics and Molecular Biology (all)', 'Electrical and Electronic Engineering', 'Mechanics of Materials', 'Energy Engineering and Power Technology', 'Electronic, Optical and Magnetic Materials', 'Chemistry (all)', 'Engineering (miscellaneous)', 'Nuclear and High Energy Physics', 'Materials Chemistry', 'Multidisciplinary', 'Applied Mathematics', 'Polymers and Plastics', 'Computer Science (all)', 'Nuclear Energy and Engineering', 'Statistical and Nonlinear Physics', 'Artificial Intelligence']","['Dielectric Mirror', 'Optical Design', 'Recurrent Neural Network']"
TakahisaJitsuno,Jitsuno T.,"Osaka University, Institute of Laser Engineering",211,2026,"['Artificial Intelligence', 'Engineering (miscellaneous)', 'Mechanics of Materials', 'Instrumentation', 'Biophysics', 'Materials Science (all)', 'Multidisciplinary', 'Polymers and Plastics', 'Electronic, Optical and Magnetic Materials', 'Physical and Theoretical Chemistry', 'Statistical and Nonlinear Physics', 'Nuclear Energy and Engineering', 'Computer Science (all)', 'Computer Science Applications', 'Physics and Astronomy (miscellaneous)', 'Mechanical Engineering', 'Civil and Structural Engineering', 'Atomic and Molecular Physics, and Optics', 'Electrical and Electronic Engineering', 'Biomaterials', 'Statistics and Probability', 'Engineering (all)', 'Physics and Astronomy (all)', 'Biochemistry', 'Materials Science (miscellaneous)', 'Control and Systems Engineering', 'Applied Mathematics', 'Radiation', 'Chemistry (all)', 'Industrial and Manufacturing Engineering', 'Nuclear and High Energy Physics', 'Condensed Matter Physics', 'Chemical Engineering (miscellaneous)', 'Radiology, Nuclear Medicine and Imaging']","['Dielectric Mirror', 'Optical Design', 'Recurrent Neural Network']"
ShinjiMotokoshi,Motokoshi S.,Institute for Laser Technology,111,658,"['Materials Chemistry', 'Chemistry (all)', 'Biochemistry', 'Nuclear and High Energy Physics', 'Atomic and Molecular Physics, and Optics', 'Mechanics of Materials', 'Ceramics and Composites', 'Space and Planetary Science', 'Electrical and Electronic Engineering', 'Surfaces, Coatings and Films', 'Physics and Astronomy (miscellaneous)', 'Process Chemistry and Technology', 'Radiation', 'Industrial and Manufacturing Engineering', 'Aerospace Engineering', 'Engineering (all)', 'Instrumentation', 'Computer Science Applications', 'Control and Systems Engineering', 'Mechanical Engineering', 'Applied Mathematics', 'Condensed Matter Physics', 'Civil and Structural Engineering', 'Artificial Intelligence', 'Physics and Astronomy (all)', 'Nuclear Energy and Engineering', 'Biophysics', 'Materials Science (all)', 'Electronic, Optical and Magnetic Materials', 'Physical and Theoretical Chemistry']","['Dielectric Mirror', 'Optical Design', 'Recurrent Neural Network']"
KunioYoshida,Yoshida K.,Institute for Laser Technology,1,0,"['Industrial and Manufacturing Engineering', 'Artificial Intelligence']","['Dielectric Mirror', 'Optical Design', 'Recurrent Neural Network']"
LaialyDarwesh,Darwesh L.,"Ben-Gurion University of the Negev, Department of Electrical & Computer Engineering",2,1,"['Applied Mathematics', 'Electrical and Electronic Engineering', 'Computer Science Applications', 'Condensed Matter Physics', 'Electronic, Optical and Magnetic Materials']","['convolutional neural networks', 'data center', 'deep learning', 'deep neural network', 'Free space optics', 'fully connected', 'fully convolutional network', 'machine learning', 'multiple input multiple output', 'neural network', 'on-off keying', 'orthogonal frequency division multiplexing', 'recurrent neural network']"
ShlomiArnon,Arnon S.,"Ben-Gurion University of the Negev, Department of Electrical & Computer Engineering",178,2158,"['Computer Networks and Communications', 'Computer Vision and Pattern Recognition', 'Statistical and Nonlinear Physics', 'Aerospace Engineering', 'Signal Processing', 'Media Technology', 'Engineering (all)', 'Agricultural and Biological Sciences (all)', 'Earth and Planetary Sciences (all)', 'Electrical and Electronic Engineering', 'Physics and Astronomy (miscellaneous)', 'Space and Planetary Science', 'Instrumentation', 'Applied Mathematics', 'Hardware and Architecture', 'Computer Science (all)', 'Condensed Matter Physics', 'Electronic, Optical and Magnetic Materials', 'Information Systems', 'Engineering (miscellaneous)', 'Atomic and Molecular Physics, and Optics', 'Physics and Astronomy (all)', 'Physical and Theoretical Chemistry', 'Communication', 'Computer Science Applications']","['convolutional neural networks', 'data center', 'deep learning', 'deep neural network', 'Free space optics', 'fully connected', 'fully convolutional network', 'machine learning', 'multiple input multiple output', 'neural network', 'on-off keying', 'orthogonal frequency division multiplexing', 'recurrent neural network']"
